Vehicle_ID,Timestamp,Engine_RPM,Engine_Temperature,Oil_Temperature,Oil_Pressure,Coolant_Temperature,Battery_Voltage,Vehicle_Speed,Fuel_Consumption,Engine_Vibration,Brake_Temperature
CAR-003,02-01-2026 23:00,1679,88.09,102.57,3.71,85.94,12.42,104.64,6.31,1.49,67.45
CAR-003,03-01-2026 00:00,1874,95.06,94.68,3.95,89.7,13.06,47.11,5.8,1.53,67.47
CAR-003,03-01-2026 01:00,1506,97.21,101.18,2.95,94.22,12.39,16.07,5.83,1.46,50.98
CAR-003,03-01-2026 02:00,3640,87.12,91.65,3.39,93.62,13.13,58.4,8.76,2.38,95.84
CAR-003,03-01-2026 03:00,1509,93.32,94.69,2.71,89.72,13.19,6.43,7.51,1.01,48.19
CAR-003,03-01-2026 04:00,2372,99.46,95.16,3.24,95.27,13.11,100.79,8.42,1.12,41.85
CAR-003,03-01-2026 05:00,3917,88.31,80.98,2.84,89.33,13.92,67.88,10.41,1.74,70.65
CAR-003,03-01-2026 06:00,3145,86.71,103.25,3.73,90.5,14.01,4.99,10.03,1.82,99.39
CAR-003,03-01-2026 07:00,1219,96.04,99.61,2.87,98.12,12.27,31.54,11.04,1.13,91.92
CAR-003,03-01-2026 08:00,1280,96.63,87.11,3.72,93.82,12.97,85.29,9.43,1.25,48.35
CAR-003,03-01-2026 09:00,1646,97.2,104.16,3.36,92.98,13.51,20.21,11.85,1.44,74.36
CAR-003,03-01-2026 10:00,2907,99.78,100.38,2.64,99.44,13.93,110.25,11.95,2.3,47.61
CAR-003,03-01-2026 11:00,1343,88.75,101.34,3.74,96.42,13.69,58.74,9.04,1.4,64.85
CAR-003,03-01-2026 12:00,2651,86.13,103.84,3.65,91.04,13.85,83.36,11.14,1.68,69.28
CAR-003,03-01-2026 13:00,3183,85.04,103.22,3.6,95.96,13.21,79.7,7.51,1.09,72.07
CAR-003,03-01-2026 14:00,1692,99.52,104.75,3.24,89.84,12.82,65.68,5.91,2.28,87.3
CAR-003,03-01-2026 15:00,3595,96.43,81.38,3.44,97.55,12.24,111.53,6.11,1.68,99.51
CAR-003,03-01-2026 16:00,2552,88.03,100.66,2.7,94.75,12.55,111.93,6.92,1.98,55.02
CAR-003,03-01-2026 17:00,2323,94.97,99.47,2.58,94.38,13.8,90.63,8,1.14,45.71
CAR-003,03-01-2026 18:00,1674,92.15,83.98,2.84,95.2,12.22,83.47,10.72,2.48,65.34
CAR-003,03-01-2026 19:00,1341,92.17,86.87,2.63,97.09,12.43,44.11,7.09,1.57,88.8
CAR-003,03-01-2026 20:00,1345,94.62,100.31,2.6,93.45,13.54,19.69,7.46,1.32,84.9
CAR-003,03-01-2026 21:00,2486,94.24,93.27,2.83,98.45,12.51,14.78,10.11,1.53,65.76
CAR-003,03-01-2026 22:00,1372,88.72,99.34,2.87,94.01,13.79,34.19,11.59,1.04,90.82
CAR-003,03-01-2026 23:00,2035,88.08,98.21,2.78,90.88,13.62,94.06,10.56,1.36,63.15
CAR-003,04-01-2026 00:00,1787,92.49,97.82,3.29,99.67,14.37,112.07,5.92,2.29,74.1
CAR-003,04-01-2026 01:00,2296,93.2,85.18,3.21,99.81,12.36,70.48,5.1,1.32,95.35
CAR-003,04-01-2026 02:00,2430,92.6,98.86,3.25,91.23,13.74,9.89,8.76,1.92,56.65
CAR-003,04-01-2026 03:00,2069,86.19,107.63,3.96,87.33,12.92,70.37,10.34,1.97,78.59
CAR-003,04-01-2026 04:00,2070,95.48,101.9,3.77,85.87,12.39,52.14,8.17,1.91,58.56
CAR-003,04-01-2026 05:00,3837,94.87,85.27,2.52,87.06,12.22,59.57,7.43,1.78,89.35
CAR-003,04-01-2026 06:00,1861,87.5,83.81,3.67,89.03,14.15,92.57,5.21,2.21,56.32
CAR-003,04-01-2026 07:00,1061,88.94,109.25,3.44,92.44,13.32,6.65,11.02,1.25,49.44
CAR-003,04-01-2026 08:00,3967,86.54,97.22,3.58,88.43,13.32,5.28,11.04,1.37,68.31
CAR-003,04-01-2026 09:00,2368,98.8,85.37,3.94,85.53,13.97,85.68,9.59,1.34,54.9
CAR-003,04-01-2026 10:00,3750,89.8,104.78,3.36,86.79,13.68,6.32,6.56,1.77,42.76
CAR-003,04-01-2026 11:00,2442,86.03,93.95,2.92,97.67,12.92,66.37,5.06,1.3,73.83
CAR-003,04-01-2026 12:00,2044,96.09,87.28,3.05,99.58,14.4,93.11,10.13,1.82,87.76
CAR-003,04-01-2026 13:00,1416,85.1,92.3,2.85,90.2,14.05,105.26,11.66,1,79.44
CAR-003,04-01-2026 14:00,3823,95.91,83.12,3.29,88.57,13.28,7.19,11.98,2.07,45.58
CAR-003,04-01-2026 15:00,1748,98.46,95.59,3.55,90.59,14.34,10.19,5.67,1.2,89.2
CAR-003,04-01-2026 16:00,1106,93.88,81.87,3.49,86.96,12.84,102.11,11.48,1.59,89.91
CAR-003,04-01-2026 17:00,2136,89.77,88.16,2.61,88.04,13.92,70.16,6.09,1.25,67.96
CAR-003,04-01-2026 18:00,2465,86.81,90.75,3.66,91.78,13.22,102.3,5.63,2.21,58.25
CAR-003,04-01-2026 19:00,3686,103.45,81.21,3.05,89.92,12.4,29.79,7.49,3.27,80.63
CAR-003,04-01-2026 20:00,1865,105.3,85.22,3.23,97.82,13.42,66.01,5.66,2.65,87.63
CAR-003,04-01-2026 21:00,1297,93.18,104.91,3.27,86.96,14.01,44.67,9.41,3.47,74.94
CAR-003,04-01-2026 22:00,1860,106.76,82.25,3.3,87.97,13.62,97.12,5.64,3.77,88.53
CAR-003,04-01-2026 23:00,1301,93.64,93.83,2.05,93.61,14.01,47.4,5.21,3.52,50.37
CAR-003,05-01-2026 00:00,1679,106.62,88.25,2.47,87.23,13.55,74.04,9.53,3.25,92.97
CAR-003,05-01-2026 01:00,2762,93.91,88.39,2.01,87.99,14.15,63.1,9.42,3.7,87.69
CAR-003,05-01-2026 02:00,2366,104.73,90.77,2.62,92.27,14.21,60.29,7.72,2.77,59.13
CAR-003,05-01-2026 03:00,1697,93.44,104.32,2.22,97.13,13.24,42.89,9.09,2.85,49.58
CAR-004,02-01-2026 00:00,2700,92,90,3.4,94,13.1,78,8.8,1.9,82
CAR-004,02-01-2026 01:00,2703,92.15,90.1,3.41,94.1,13.095,78.5,8.82,1.91,82.2
CAR-004,02-01-2026 02:00,2706,92.3,90.2,3.42,94.2,13.09,79,8.84,1.92,82.4
CAR-004,02-01-2026 03:00,2709,92.45,90.3,3.43,94.3,13.085,79.5,8.86,1.93,82.6
CAR-004,02-01-2026 04:00,2712,92.6,90.4,3.44,94.4,13.08,80,8.88,1.94,82.8
CAR-004,02-01-2026 05:00,2715,92.75,90.5,3.45,94.5,13.075,80.5,8.9,1.95,83
CAR-004,02-01-2026 06:00,2718,92.9,90.6,3.46,94.6,13.07,81,8.92,1.96,83.2
CAR-004,02-01-2026 07:00,2721,93.05,90.7,3.47,94.7,13.065,81.5,8.94,1.97,83.4
CAR-004,02-01-2026 08:00,2724,93.2,90.8,3.48,94.8,13.06,82,8.96,1.98,83.6
CAR-004,02-01-2026 09:00,2727,93.35,90.9,3.49,94.9,13.055,82.5,8.98,1.99,83.8
CAR-004,02-01-2026 10:00,2730,93.5,91,3.5,95,13.05,83,9,2,84
